"TELENAME","ALARMTYPE","DEVICETYPE","CNT"
"GZZ ",200,50,106
"GZZ ",210,50,42
"GZZ ",223,50,10
"GZZ ",237,50,5
"H10 ",113,16,22
"H10 ",133,5,1
"H10 ",201,25,15
"H10 ",210,6,4
"H11 ",50,16,2
"H11 ",54,16,56
"H11 ",113,16,5
"H11 ",113,65,3
"H11 ",133,5,1
"H11 ",201,25,18
"H11 ",210,6,5
"H11 ",219,65,4
"H12 ",50,16,25
"H12 ",54,16,41
"H12 ",113,16,42
"H12 ",113,65,4
"H12 ",201,25,66
"H12 ",210,6,2
"H12 ",219,65,19
"H13 ",50,16,59
"H13 ",50,26,20
"H13 ",54,16,196
"H13 ",113,16,76
"H13 ",113,65,9
"H13 ",201,25,26
"H13 ",210,6,3
"H13 ",219,65,26
"H14 ",54,16,4
"H14 ",113,16,7
"H14 ",210,6,2
"H15 ",50,16,5
"H15 ",54,16,3
"H15 ",113,16,7
"H15 ",201,25,26
"H15 ",210,6,3
"H15 ",219,65,10
"H16 ",54,16,9
"H16 ",67,5,1
"H16 ",113,5,12
"H16 ",113,6,11
"H16 ",113,16,4
"H16 ",139,5,2
"H16 ",201,25,2
"H16 ",210,6,17
"H16 ",237,6,4
"H17 ",113,5,12
"H17 ",113,6,6
"H17 ",113,16,2
"H17 ",139,5,2
"H17 ",210,6,2
"H18 ",67,5,1
"H18 ",113,5,54
"H18 ",113,6,27
"H18 ",113,16,12
"H18 ",113,65,5
"H18 ",125,25,1
"H18 ",125,26,1
"H18 ",139,5,9
"H18 ",201,25,6
"H18 ",210,6,31
"H18 ",219,65,3
"H18 ",237,6,6
"H19 ",50,26,8
"H19 ",54,16,3
"H19 ",113,5,56
"H19 ",113,6,30
"H19 ",113,16,24
"H19 ",113,65,9
"H19 ",139,5,9
"H19 ",201,25,20
"H19 ",210,6,27
"H19 ",219,65,6
"H19 ",237,6,6
"H20 ",67,5,1
"H20 ",113,5,36
"H20 ",113,6,20
"H20 ",113,16,92
"H20 ",125,26,3
"H20 ",139,5,6
"H20 ",201,25,70
"H20 ",210,6,23
"H20 ",219,65,3
"H20 ",237,6,2
"H21 ",54,16,4
"H21 ",113,5,36
"H21 ",113,6,28
"H21 ",113,16,40
"H21 ",113,65,1
"H21 ",125,25,1
"H21 ",139,5,6
"H21 ",201,25,55
"H21 ",210,6,27
"H21 ",219,65,9
"H21 ",237,6,4
"H22 ",67,5,2
"H22 ",113,5,49
"H22 ",113,6,28
"H22 ",113,16,51
"H22 ",113,65,1
"H22 ",139,5,9
"H22 ",201,25,98
"H22 ",210,6,20
"H22 ",237,6,2
"H23 ",50,26,645
"H23 ",54,16,3
"H23 ",67,5,1
"H23 ",113,5,42
"H23 ",113,6,87
"H23 ",113,16,425
"H23 ",113,65,27
"H23 ",125,25,3
"H23 ",125,26,6
"H23 ",139,5,7
"H23 ",201,25,201
"H23 ",210,6,133
"H23 ",219,65,17
"H23 ",237,6,17
"H24 ",113,5,12
"H24 ",113,6,16
"H24 ",113,16,11
"H24 ",113,65,26
"H24 ",139,5,2
"H24 ",210,6,7
"H24 ",237,6,2
"H25 ",54,16,2
"H25 ",113,5,12
"H25 ",113,6,23
"H25 ",113,16,21
"H25 ",113,65,14
"H25 ",139,5,2
"H25 ",201,25,24
"H25 ",210,6,30
"H25 ",219,65,13
"H25 ",237,6,8
"H26 ",113,65,2
"H27 ",113,5,12
"H27 ",113,6,7
"H27 ",113,16,17
"H27 ",133,5,9
"H27 ",139,5,3
"H27 ",201,25,14
"H27 ",210,6,12
"H27 ",237,6,2
"H28 ",50,16,2
"H28 ",50,26,232
"H28 ",54,16,25
"H28 ",113,5,12
"H28 ",113,6,7
"H28 ",113,16,118
"H28 ",113,65,7
"H28 ",125,25,1
"H28 ",125,26,2
"H28 ",133,5,9
"H28 ",139,5,2
"H28 ",201,25,65
"H28 ",210,6,15
"H28 ",219,65,2
"H28 ",237,6,4
"H29 ",50,16,2
"H29 ",54,16,2
"H29 ",113,5,12
"H29 ",113,6,11
"H29 ",113,16,38
"H29 ",113,65,31
"H29 ",133,5,9
"H29 ",139,5,2
"H29 ",201,25,80
"H29 ",210,6,12
"H29 ",219,65,3
"H29 ",237,6,3
"H30 ",50,26,227
"H30 ",54,16,47
"H30 ",67,5,1
"H30 ",113,5,31
"H30 ",113,6,41
"H30 ",113,16,81
"H30 ",124,39,1
"H30 ",139,5,5
"H30 ",201,25,73
"H30 ",210,6,40
"H30 ",219,65,7
"H30 ",237,6,12
"H31 ",50,26,231
"H31 ",67,5,2
"H31 ",113,5,31
"H31 ",113,6,20
"H31 ",113,16,110
"H31 ",113,65,1
"H31 ",124,39,1
"H31 ",125,5,1
"H31 ",125,25,1
"H31 ",125,26,2
"H31 ",136,28,10
"H31 ",139,5,5
"H31 ",201,25,242
"H31 ",210,6,31
"H31 ",219,65,1
"H31 ",237,6,8
"H32 ",67,5,1
"H32 ",113,5,32
"H32 ",113,6,22
"H32 ",113,16,47
"H32 ",139,5,5
"H32 ",201,25,8
"H32 ",210,6,27
"H32 ",237,6,8
"H33 ",54,16,1
"H33 ",113,5,24
"H33 ",113,6,15
"H33 ",113,16,17
"H33 ",124,39,3
"H33 ",139,5,4
"H33 ",201,25,8
"H33 ",210,6,9
"H33 ",219,65,1
"H33 ",237,6,2
"H34 ",67,5,1
"H34 ",113,5,25
"H34 ",113,6,12
"H34 ",113,16,23
"H34 ",113,65,24
"H34 ",139,5,4
"H34 ",201,25,12
"H34 ",210,6,10
"H34 ",219,65,9
"H34 ",237,6,2
"H35 ",50,16,2
"H35 ",54,16,4
"H35 ",67,5,1
"H35 ",113,5,24
"H35 ",113,6,13
"H35 ",113,16,40
"H35 ",113,65,38
"H35 ",139,5,4
"H35 ",201,25,17
"H35 ",210,6,13
"H35 ",237,6,1
"H36 ",50,16,2
"H36 ",50,26,7
"H36 ",54,16,1
"H36 ",113,5,13
"H36 ",113,6,7
"H36 ",113,16,29
"H36 ",113,65,2
"H36 ",125,26,1
"H36 ",139,5,2
"H36 ",201,25,24
"H36 ",210,6,10
"H36 ",219,65,7
"H36 ",237,6,2
"HAF ",113,50,681
"HAF ",125,50,1
"HAF ",132,50,1
"HAF ",136,50,1
"HAF ",139,50,10
"HAF ",150,50,40
"HAF ",200,50,58
"HAF ",201,50,35
"HAF ",207,50,31
"HAF ",210,50,1
"HAF ",219,50,162
"HAF ",223,50,545
"HAF ",234,50,5
"HAF ",237,50,4
"HAN ",88,50,13
"HAN ",113,50,112
"HAN ",124,50,26
"HAN ",125,50,17
"HAN ",132,50,3
"HAN ",135,50,2
"HAN ",138,50,15
"HAN ",150,50,15
"HAN ",200,50,3
"HAN ",210,50,219
"HAN ",223,50,79
"HAN ",237,50,5
"HAS ",53,50,35
"HAS ",113,50,63
"HAS ",125,50,6
"HAS ",133,50,2
"HAS ",138,50,6
"HAS ",139,50,3
"HAS ",150,50,12
"HAS ",200,50,20
"HAS ",209,50,1
"HAS ",210,50,70
"HAS ",223,50,30
"HAS ",224,50,7
"HBC ",125,32,1
"HBC ",206,32,10
"HCB ",113,50,60
"HCB ",125,50,12
"HCB ",132,50,10
"HCB ",138,50,1
"HCB ",150,50,41
"HCB ",200,50,24
"HCB ",201,50,133
"HCB ",219,50,28
"HCB ",223,50,223
"HCB ",234,50,26
"HCP ",113,50,23
"HCP ",124,50,2
"HCP ",125,50,5
"HCP ",132,50,2
"HCP ",133,50,2
"HCP ",135,50,4
"HCP ",139,50,8
"HCP ",140,50,1
"HCP ",150,50,50
"HCP ",162,50,5
"HCP ",163,24,2
"HCP ",210,50,1
"HCP ",215,50,128
"HCX ",113,5,6
"HCX ",113,6,6
"HCX ",113,16,38
"HCX ",113,65,69
"HCX ",125,51,1
"HCX ",136,28,2
"HCX ",139,5,1
"HCX ",141,4,3
"HCX ",150,23,29
"HCX ",200,24,31
"HCX ",201,25,8
"HCX ",210,6,4
"HCX ",219,65,8
"HCX ",237,6,2
"HFZ ",113,50,253
"HFZ ",130,50,4
"HFZ ",132,50,8
"HFZ ",133,50,1
"HFZ ",139,50,4
"HFZ ",150,50,305
"HFZ ",200,50,130
"HFZ ",210,50,4
"HFZ ",223,50,320
"HFZ ",228,50,31
"HGX ",50,16,10
"HGX ",54,16,5
"HGX ",113,4,5
"HGX ",113,5,49
"HGX ",113,6,56
"HGX ",113,16,156
"HGX ",113,65,36
"HGX ",132,24,2
"HGX ",135,40,6
"HGX ",139,5,8
"HGX ",144,23,766
"HGX ",150,23,138
"HGX ",201,25,120
"HGX ",210,6,19
"HGX ",219,65,28
"HGZ ",50,50,32
"HGZ ",53,50,168
"HGZ ",85,50,1
"HGZ ",113,50,1196
"HGZ ",124,50,17
"HGZ ",125,50,11
"HGZ ",130,50,128
"HGZ ",132,50,28
"HGZ ",133,50,3
"HGZ ",139,50,8
"HGZ ",141,50,1
"HGZ ",150,50,823
"HGZ ",163,24,2
"HGZ ",200,50,116
"HGZ ",201,50,3
"HGZ ",207,50,35
"HGZ ",210,50,34
"HGZ ",219,50,172
"HGZ ",223,50,108
"HGZ ",224,50,74
"HGZ ",228,50,5
"HJB ",50,50,296
"HJB ",113,50,47
"HJB ",125,50,1
"HJB ",139,50,4
"HJB ",150,50,131
"HJB ",200,50,109
"HJB ",201,50,147
"HJB ",210,50,10
"HJB ",219,50,17
"HJB ",223,50,309
"HJB ",237,50,4
"HJF ",50,50,450
"HJF ",113,50,225
"HJF ",125,50,1
"HJF ",130,50,5
"HJF ",132,50,2
"HJF ",136,50,13
"HJF ",139,50,9
"HJF ",150,50,144
"HJF ",200,50,103
"HJF ",201,50,47
"HJF ",210,50,49
"HJF ",219,50,43
"HJF ",223,50,777
"HJF ",234,50,233
"HJS ",50,26,4
"HJS ",54,6,6
"HJS ",54,16,162
"HJS ",55,16,1
"HJS ",113,5,18
"HJS ",113,6,86
"HJS ",113,16,6
"HJS ",113,65,32
"HJS ",133,5,1
"HJS ",135,40,23
"HJS ",139,5,5
"HJS ",144,23,151
"HJS ",150,23,7
"HJS ",200,24,45
"HJS ",201,25,116
"HJS ",210,6,37
"HJS ",219,65,10
"HKA ",49,50,1
"HKA ",113,50,28
"HKA ",125,50,1
"HKA ",133,50,1
"HKZ ",53,50,29
"HKZ ",92,50,12
"HKZ ",113,50,216
"HKZ ",124,50,2
"HKZ ",125,50,22
"HKZ ",132,50,2
"HKZ ",139,50,4
"HKZ ",150,50,160
"HKZ ",200,50,57
"HKZ ",201,50,20
"HKZ ",210,50,1
"HKZ ",215,50,182
"HKZ ",219,50,6
"HKZ ",223,50,62
"HKZ ",224,50,219
"HLB ",0,50,1
"HLB ",113,50,2845
"HLB ",125,50,1
"HLB ",143,50,1
"HLB ",210,50,3114
"HLH ",49,50,18
"HLH ",113,50,19
"HLH ",125,50,18
"HLH ",132,50,3
"HLH ",133,50,4
"HLH ",135,50,6
"HLH ",139,50,1
"HLH ",150,50,14
"HLH ",162,50,6
"HLH ",210,50,2
"HLH ",215,50,59
"HLH ",223,50,5
"HLK ",113,50,5
"HLK ",125,50,1
"HLK ",141,50,1
"HLS ",81,50,4
"HLS ",88,50,13
"HLS ",113,50,102
"HLS ",130,50,4
"HLS ",132,50,2
"HLS ",135,50,3
"HLS ",150,50,25
"HLS ",210,50,93
"HLX ",50,50,23
"HLX ",113,50,20
"HLX ",125,50,2
"HLX ",136,50,3
"HLX ",139,50,6
"HLX ",150,50,194
"HLX ",200,50,245
"HLX ",201,50,46
"HLX ",210,50,24
"HLX ",219,50,10
"HLX ",223,50,85
"HLX ",237,50,8
"HLZ ",53,50,4
"HLZ ",113,50,55
"HLZ ",138,50,1
"HLZ ",139,50,5
"HLZ ",200,50,2
"HLZ ",210,50,18
"HLZ ",223,50,2
"HML ",49,50,1
"HML ",113,50,11
"HML ",130,50,1
"HML ",133,50,10
"HML ",139,50,6
"HML ",150,50,122
"HMN ",113,5,12
"HMN ",113,6,37
"HMN ",113,16,32
"HMN ",113,65,32
"HMN ",125,51,4
"HMN ",132,24,25
"HMN ",135,40,8
"HMN ",138,51,15
"HMN ",139,5,3
"HMN ",141,4,1
"HMN ",150,23,99
"HMN ",200,24,51
"HMN ",201,25,132
"HMN ",210,6,38
"HQA ",49,50,20
"HQA ",113,50,94
"HQA ",132,50,7
"HQA ",133,50,10
"HQA ",135,50,4
"HQA ",139,50,19
"HQA ",150,50,149
"HQA ",200,50,2
"HQA ",210,50,45
"HQS ",49,50,178
"HQS ",113,50,291
"HQS ",124,50,4
"HQS ",125,50,25
"HQS ",132,50,2
"HQS ",133,50,2
"HQS ",135,50,4
"HQS ",150,50,29
"HQS ",163,24,1
"HQS ",200,50,16
"HQS ",210,50,3
"HQS ",223,50,478
"HRS ",125,33,38
"HRS ",203,33,349
"HSK ",113,5,10
"HSK ",113,6,3
"HSK ",139,5,4
"HSK ",210,6,18
"HSR ",50,50,14
"HSR ",92,50,7
"HSR ",113,50,377
"HSR ",125,50,19
"HSR ",132,50,23
"HSR ",139,50,2
"HSR ",150,50,287
"HSR ",200,50,179
"HSR ",201,50,125
"HSR ",210,50,5
"HSR ",219,50,57
"HSR ",223,50,2493
"HSR ",237,50,2
"HSS ",50,26,201
"HSS ",113,5,10
"HSS ",113,6,60
"HSS ",113,16,32
"HSS ",113,20,3
"HSS ",132,3,5
"HSS ",139,5,10
"HSS ",144,23,44
"HSS ",150,23,27
"HSS ",154,16,2
"HSS ",200,24,22
"HSS ",201,25,45
"HSS ",210,6,190
"HST ",113,50,10
"HST ",125,50,2
"HST ",200,50,4
"HST ",210,50,5
"HSX ",113,50,16
"HSX ",124,50,5
"HSX ",125,50,3
"HSX ",132,50,2
"HSX ",133,50,1
"HSX ",135,50,39
"HSX ",150,50,9
"HSX ",162,50,1
"HSX ",200,50,12
"HSX ",209,50,2
"HSX ",210,50,1
"HSZ ",113,50,6
"HSZ ",125,50,5
"HSZ ",133,50,1
"HSZ ",135,50,2
"HSZ ",139,50,1
"HSZ ",150,50,143
"HSZ ",210,50,11
"HTB ",53,50,6
"HTB ",113,50,378
"HTB ",124,50,3
"HTB ",125,50,1
"HTB ",130,50,1
"HTB ",135,50,16
"HTB ",150,50,28
"HTB ",200,50,12
"HTB ",224,50,12
"HTB ",228,50,19
"HTG ",113,50,219
"HTG ",125,50,4
"HTG ",130,50,9
"HTG ",132,50,2
"HTG ",133,50,2
"HTG ",139,50,4
"HTG ",141,50,1
"HTG ",150,50,43
"HTG ",200,50,20
"HTG ",210,50,7
"HTG ",228,50,20
"HTS ",53,111,17
"HTS ",55,111,65
"HTS ",113,44,75
"HTS ",113,80,2
"HTS ",113,111,247
"HTS ",133,5,3
"HTS ",138,51,87
"HTS ",150,91,15
"HTS ",200,1,8
"HTS ",210,50,2
"HTS ",210,80,2
"HTS ",223,51,120
"HTS ",223,91,729
"HTS ",223,111,4
"HTS ",224,44,214
"HTS ",224,50,2192
"HTS ",224,51,105
"HTS ",224,91,51
"HTX ",53,50,75
"HTX ",55,50,52
"HTX ",113,50,193
"HTX ",125,50,303
"HTX ",135,50,70
"HTX ",138,50,12
"HTX ",139,50,5
"HTX ",150,50,517
"HTX ",200,50,359
"HTX ",210,50,130
"HTX ",223,50,836
"HTX ",224,50,731
"HTZ ",113,50,4
"HTZ ",139,50,5
"HTZ ",150,50,45
"HTZ ",210,50,2
"HWZ ",113,50,30
"HWZ ",125,50,2
"HWZ ",132,50,7
"HWZ ",139,50,2
"HWZ ",200,50,12
"HWZ ",210,50,17
"HWZ ",215,50,9
"HXX ",92,50,6
"HXX ",113,50,187
"HXX ",125,50,2
"HXX ",130,50,4
"HXX ",132,50,15
"HXX ",139,50,3
"HXX ",141,50,5
"HXX ",150,50,93
"HXX ",200,50,51
"HXX ",201,50,256
"HXX ",210,50,6
"HXX ",219,50,37
"HXX ",223,50,175
